-----------------------------------------------------------------------------------------------------------------------------

Elevation report for the  watershed     1/1/0001 3:25:35 PM     2/14/2014 12:00:00 AM

-----------------------------------------------------------------------------------------------------------------------------


Statistics:: All elevations reported in meters
-----------

  Min.    Elevation: 1162
  Max.    Elevation: 5855
  Mean.   Elevation: 3642.06194010759
  Std.    Deviation: 776.913104483359

                    Elevation          % Area Below Elevation         % Area Watershed

                    2420                     7.14                      .01
                    2421                     7.15                      .01
                    2422                     7.17                      .01
                    2423                     7.18                      .01
                    2424                     7.2                       .01
                    2425                     7.21                      .01
                    2426                     7.22                      .01
                    2427                     7.24                      .01
                    2428                     7.25                      .01
                    2429                     7.27                      .01
                    2430                     7.28                      .01
                    2431                     7.29                      .01
                    2432                     7.31                      .01
                    2433                     7.32                      .01
                    2434                     7.33                      .01
                    2435                     7.35                      .01
                    2436                     7.36                      .01
                    2437                     7.38                      .01
                    2438                     7.39                      .01
                    2439                     7.41                      .01
                    2440                     7.42                      .01
                    2441                     7.43                      .01
                    2442                     7.45                      .02
                    2443                     7.46                      .01
                    2444                     7.48                      .01
                    2445                     7.49                      .01
                    2446                     7.51                      .02
                    2447                     7.52                      .02
                    2448                     7.54                      .01
                    2449                     7.55                      .01
                    2450                     7.57                      .01
                    2451                     7.58                      .01
                    2452                     7.6                       .01
                    2453                     7.61                      .01
                    2454                     7.62                      .01
                    2455                     7.64                      .01
                    2456                     7.65                      .01
                    2457                     7.67                      .02
                    2458                     7.68                      .02
                    2459                     7.7                       .02
                    2460                     7.71                      .01
                    2461                     7.73                      .01
                    2462                     7.74                      .02
                    2463                     7.76                      .02
                    2464                     7.77                      .01
                    2465                     7.79                      .01
                    2466                     7.8                       .02
                    2467                     7.82                      .01
                    2468                     7.83                      .01
                    2469                     7.85                      .02
                    2470                     7.86                      .02
                    2471                     7.88                      .01
                    2472                     7.89                      .02
                    2473                     7.91                      .02
                    2474                     7.93                      .02
                    2475                     7.94                      .02
                    2476                     7.96                      .02
                    2477                     7.97                      .02
                    2478                     7.99                      .02
                    2479                     8                         .02
                    2480                     8.02                      .02
                    2481                     8.03                      .02
                    2482                     8.05                      .02
                    2483                     8.07                      .02
                    2484                     8.08                      .02
                    2485                     8.1                       .02
                    2486                     8.11                      .02
                    2487                     8.13                      .02
                    2488                     8.14                      .02
                    2489                     8.16                      .02
                    2490                     8.18                      .02
                    2491                     8.19                      .02
                    2492                     8.21                      .02
                    2493                     8.22                      .02
                    2494                     8.24                      .02
                    2495                     8.26                      .02
                    2496                     8.27                      .02
                    2497                     8.29                      .02
                    2498                     8.3                       .02
                    2499                     8.32                      .02
                    2500                     8.33                      .02
                    2501                     8.35                      .02
                    2502                     8.37                      .02
                    2503                     8.38                      .02
                    2504                     8.4                       .02
                    2505                     8.41                      .02
                    2506                     8.43                      .02
                    2507                     8.44                      .02
                    2508                     8.46                      .02
                    2509                     8.48                      .02
                    2510                     8.49                      .02
                    2511                     8.51                      .02
                    2512                     8.52                      .02
                    2513                     8.54                      .02
                    2514                     8.56                      .02
                    2515                     8.57                      .02
                    2516                     8.59                      .02
                    2517                     8.6                       .01
                    2518                     8.62                      .02
                    2519                     8.64                      .02
                    2520                     8.65                      .02
                    2521                     8.67                      .02
                    2522                     8.69                      .02
                    2523                     8.7                       .02
                    2524                     8.72                      .02
                    2525                     8.73                      .02
                    2526                     8.75                      .02
                    2527                     8.77                      .02
                    2528                     8.78                      .02
                    2529                     8.8                       .02
                    2530                     8.81                      .02
                    2531                     8.83                      .02
                    2532                     8.85                      .02
                    2533                     8.86                      .02
                    2534                     8.88                      .02
                    2535                     8.9                       .02
                    2536                     8.91                      .02
                    2537                     8.93                      .02
                    2538                     8.95                      .02
                    2539                     8.96                      .02
                    2540                     8.98                      .02
                    2541                     9                         .02
                    2542                     9.01                      .02
                    2543                     9.03                      .02
                    2544                     9.04                      .02
                    2545                     9.06                      .02
                    2546                     9.08                      .02
                    2547                     9.1                       .02
                    2548                     9.11                      .02
                    2549                     9.13                      .02
                    2550                     9.15                      .02
                    2551                     9.17                      .02
                    2552                     9.18                      .02
                    2553                     9.2                       .02
                    2554                     9.22                      .02
                    2555                     9.24                      .02
                    2556                     9.25                      .02
                    2557                     9.27                      .02
                    2558                     9.29                      .02
                    2559                     9.3                       .02
                    2560                     9.32                      .02
                    2561                     9.34                      .02
                    2562                     9.36                      .02
                    2563                     9.37                      .02
                    2564                     9.39                      .02
                    2565                     9.41                      .02
                    2566                     9.42                      .02
                    2567                     9.44                      .02
                    2568                     9.46                      .02
                    2569                     9.48                      .02
                    2570                     9.49                      .02
                    2571                     9.51                      .02
                    2572                     9.53                      .02
                    2573                     9.55                      .02
                    2574                     9.57                      .02
                    2575                     9.58                      .02
                    2576                     9.6                       .02
                    2577                     9.62                      .02
                    2578                     9.64                      .02
                    2579                     9.65                      .02
                    2580                     9.67                      .02
                    2581                     9.69                      .02
                    2582                     9.7                       .02
                    2583                     9.72                      .02
                    2584                     9.74                      .02
                    2585                     9.76                      .02
                    2586                     9.77                      .02
                    2587                     9.79                      .02
                    2588                     9.81                      .02
                    2589                     9.83                      .02
                    2590                     9.84                      .02
                    2591                     9.86                      .02
                    2592                     9.88                      .02
                    2593                     9.9                       .02
                    2594                     9.92                      .02
                    2595                     9.94                      .02
                    2596                     9.95                      .02
                    2597                     9.97                      .02
                    2598                     9.99                      .02
                    2599                     10.01                     .02
                    2600                     10.03                     .02
                    2601                     10.04                     .02
                    2602                     10.06                     .02
                    2603                     10.08                     .02
                    2604                     10.1                      .02
                    2605                     10.12                     .02
                    2606                     10.13                     .02
                    2607                     10.15                     .02
                    2608                     10.17                     .02
                    2609                     10.19                     .02
                    2610                     10.21                     .02
                    2611                     10.23                     .02
                    2612                     10.25                     .02
                    2613                     10.26                     .02
                    2614                     10.28                     .02
                    2615                     10.3                      .02
                    2616                     10.32                     .02
                    2617                     10.34                     .02
                    2618                     10.36                     .02
                    2619                     10.38                     .02
                    2620                     10.39                     .02
                    2621                     10.41                     .02
                    2622                     10.43                     .02
                    2623                     10.45                     .02
                    2624                     10.47                     .02
                    2625                     10.49                     .02
                    2626                     10.51                     .02
                    2627                     10.53                     .02
                    2628                     10.55                     .02
                    2629                     10.56                     .02
                    2630                     10.58                     .02
                    2631                     10.6                      .02
                    2632                     10.62                     .02
                    2633                     10.64                     .02
                    2634                     10.66                     .02
                    2635                     10.68                     .02
                    2636                     10.7                      .02
                    2637                     10.72                     .02
                    2638                     10.74                     .02
                    2639                     10.76                     .02
                    2640                     10.78                     .02
                    2641                     10.8                      .02
                    2642                     10.82                     .02
                    2643                     10.83                     .02
                    2644                     10.85                     .02
                    2645                     10.87                     .02
                    2646                     10.89                     .02
                    2647                     10.91                     .02
                    2648                     10.93                     .02
                    2649                     10.95                     .02
                    2650                     10.97                     .02
                    2651                     10.99                     .02
                    2652                     11.01                     .02
                    2653                     11.03                     .02
                    2654                     11.05                     .02
                    2655                     11.07                     .02
                    2656                     11.09                     .02
                    2657                     11.11                     .02
                    2658                     11.13                     .02
                    2659                     11.15                     .02
                    2660                     11.17                     .02
                    2661                     11.19                     .02
                    2662                     11.21                     .02
                    2663                     11.23                     .02
                    2664                     11.25                     .02
                    2665                     11.27                     .02
                    2666                     11.29                     .02
                    2667                     11.31                     .02
                    2668                     11.33                     .02
                    2669                     11.35                     .02
                    2670                     11.37                     .02
                    2671                     11.39                     .02
                    2672                     11.41                     .02
                    2673                     11.43                     .02
                    2674                     11.45                     .02
                    2675                     11.47                     .02
                    2676                     11.49                     .02
                    2677                     11.51                     .02
                    2678                     11.53                     .02
                    2679                     11.55                     .02
                    2680                     11.57                     .02
                    2681                     11.59                     .02
                    2682                     11.61                     .02
                    2683                     11.63                     .02
                    2684                     11.65                     .02
                    2685                     11.67                     .02
                    2686                     11.69                     .02
                    2687                     11.71                     .02
                    2688                     11.74                     .02
                    2689                     11.76                     .02
                    2690                     11.78                     .02
                    2691                     11.8                      .02
                    2692                     11.82                     .02
                    2693                     11.84                     .02
                    2694                     11.86                     .02
                    2695                     11.88                     .02
                    2696                     11.9                      .02
                    2697                     11.92                     .02
                    2698                     11.94                     .02
                    2699                     11.96                     .02
                    2700                     11.98                     .02
                    2701                     12                        .02
                    2702                     12.02                     .02
                    2703                     12.04                     .02
                    2704                     12.06                     .02
                    2705                     12.08                     .02
                    2706                     12.1                      .02
                    2707                     12.13                     .02
                    2708                     12.15                     .02
                    2709                     12.17                     .02
                    2710                     12.19                     .02
                    2711                     12.21                     .02
                    2712                     12.23                     .02
                    2713                     12.25                     .02
                    2714                     12.27                     .02
                    2715                     12.29                     .02
                    2716                     12.31                     .02
                    2717                     12.33                     .02
                    2718                     12.35                     .02
                    2719                     12.37                     .02
                    2720                     12.39                     .02
                    2721                     12.41                     .02
                    2722                     12.43                     .02
                    2723                     12.46                     .02
                    2724                     12.48                     .02
                    2725                     12.5                      .02
                    2726                     12.52                     .02
                    2727                     12.54                     .02
                    2728                     12.56                     .02
                    2729                     12.58                     .02
                    2730                     12.6                      .02
                    2731                     12.62                     .02
                    2732                     12.65                     .02
                    2733                     12.67                     .02
                    2734                     12.69                     .02
                    2735                     12.71                     .02
                    2736                     12.73                     .02
                    2737                     12.75                     .02
                    2738                     12.78                     .02
                    2739                     12.8                      .02
                    2740                     12.82                     .02
                    2741                     12.84                     .02
                    2742                     12.86                     .02
                    2743                     12.89                     .02
                    2744                     12.91                     .02
                    2745                     12.93                     .02
                    2746                     12.95                     .02
                    2747                     12.97                     .02
                    2748                     13                        .02
                    2749                     13.02                     .02
                    2750                     13.04                     .02
                    2751                     13.07                     .02
                    2752                     13.09                     .02
                    2753                     13.11                     .02
                    2754                     13.13                     .02
                    2755                     13.16                     .02
                    2756                     13.18                     .02
                    2757                     13.2                      .02
                    2758                     13.22                     .02
                    2759                     13.25                     .02
                    2760                     13.27                     .02
                    2761                     13.29                     .02
                    2762                     13.31                     .02
                    2763                     13.34                     .02
                    2764                     13.36                     .02
                    2765                     13.38                     .02
                    2766                     13.4                      .02
                    2767                     13.43                     .02
                    2768                     13.45                     .02
                    2769                     13.47                     .02
                    2770                     13.5                      .02
                    2771                     13.52                     .02
                    2772                     13.54                     .02
                    2773                     13.57                     .02
                    2774                     13.59                     .02
                    2775                     13.61                     .02
                    2776                     13.64                     .02
                    2777                     13.66                     .02
                    2778                     13.69                     .02
                    2779                     13.71                     .02
                    2780                     13.73                     .03
                    2781                     13.76                     .02
                    2782                     13.78                     .02
                    2783                     13.81                     .02
                    2784                     13.83                     .02
                    2785                     13.85                     .02
                    2786                     13.88                     .02
                    2787                     13.9                      .02
                    2788                     13.93                     .02
                    2789                     13.95                     .02
                    2790                     13.98                     .03
                    2791                     14                        .02
                    2792                     14.03                     .02
                    2793                     14.05                     .02
                    2794                     14.07                     .03
                    2795                     14.1                      .03
                    2796                     14.13                     .03
                    2797                     14.15                     .02
                    2798                     14.17                     .02
                    2799                     14.2                      .02
                    2800                     14.22                     .02
                    2801                     14.25                     .02
                    2802                     14.27                     .03
                    2803                     14.3                      .02
                    2804                     14.32                     .03
                    2805                     14.35                     .03
                    2806                     14.37                     .03
                    2807                     14.4                      .03
                    2808                     14.42                     .02
                    2809                     14.45                     .02
                    2810                     14.47                     .02
                    2811                     14.5                      .03
                    2812                     14.52                     .03
                    2813                     14.55                     .02
                    2814                     14.57                     .02
                    2815                     14.6                      .02
                    2816                     14.62                     .02
                    2817                     14.64                     .02
                    2818                     14.67                     .03
                    2819                     14.69                     .02
                    2820                     14.72                     .02
                    2821                     14.74                     .03
                    2822                     14.77                     .02
                    2823                     14.79                     .03
                    2824                     14.82                     .03
                    2825                     14.85                     .03
                    2826                     14.87                     .03
                    2827                     14.9                      .03
                    2828                     14.92                     .03
                    2829                     14.95                     .03
                    2830                     14.98                     .03
                    2831                     15                        .03
                    2832                     15.03                     .03
                    2833                     15.05                     .03
                    2834                     15.08                     .03
                    2835                     15.11                     .03
                    2836                     15.13                     .03
                    2837                     15.16                     .03
                    2838                     15.19                     .03
                    2839                     15.21                     .03
                    2840                     15.24                     .03
                    2841                     15.27                     .03
                    2842                     15.29                     .03
                    2843                     15.32                     .03
                    2844                     15.34                     .03
                    2845                     15.37                     .03
                    2846                     15.4                      .03
                    2847                     15.42                     .03
                    2848                     15.45                     .03
                    2849                     15.48                     .03
                    2850                     15.5                      .03
                    2851                     15.53                     .03
                    2852                     15.56                     .03
                    2853                     15.59                     .03
                    2854                     15.61                     .03
                    2855                     15.64                     .03
                    2856                     15.67                     .03
                    2857                     15.69                     .03
                    2858                     15.72                     .03
                    2859                     15.75                     .03
                    2860                     15.78                     .03
                    2861                     15.81                     .03
                    2862                     15.83                     .03
                    2863                     15.86                     .03
                    2864                     15.89                     .03
                    2865                     15.92                     .03
                    2866                     15.95                     .03
                    2867                     15.97                     .03
                    2868                     16                        .03
                    2869                     16.03                     .03
                    2870                     16.06                     .03
                    2871                     16.09                     .03
                    2872                     16.11                     .03
                    2873                     16.14                     .03
                    2874                     16.17                     .03
                    2875                     16.2                      .03
                    2876                     16.23                     .03
                    2877                     16.25                     .03
                    2878                     16.28                     .03
                    2879                     16.31                     .03
                    2880                     16.34                     .03
                    2881                     16.36                     .03
                    2882                     16.39                     .03
                    2883                     16.42                     .03
                    2884                     16.45                     .03
                    2885                     16.48                     .03
                    2886                     16.5                      .03
                    2887                     16.53                     .03
                    2888                     16.56                     .03
                    2889                     16.59                     .03
                    2890                     16.61                     .03
                    2891                     16.64                     .03
                    2892                     16.67                     .03
                    2893                     16.7                      .03
                    2894                     16.72                     .03
                    2895                     16.75                     .03
                    2896                     16.78                     .03
                    2897                     16.8                      .03
                    2898                     16.83                     .03
                    2899                     16.86                     .03
                    2900                     16.89                     .03
                    2901                     16.91                     .03
                    2902                     16.94                     .03
                    2903                     16.97                     .03
                    2904                     16.99                     .03
                    2905                     17.02                     .03
                    2906                     17.05                     .03
                    2907                     17.08                     .03
                    2908                     17.1                      .03
                    2909                     17.13                     .03
                    2910                     17.16                     .03
                    2911                     17.18                     .03
                    2912                     17.21                     .03
                    2913                     17.24                     .03
                    2914                     17.27                     .03
                    2915                     17.3                      .03
                    2916                     17.32                     .03
                    2917                     17.35                     .03
                    2918                     17.38                     .03
                    2919                     17.41                     .03
                    2920                     17.44                     .03
                    2921                     17.47                     .03
                    2922                     17.49                     .03
                    2923                     17.52                     .03
                    2924                     17.55                     .03
                    2925                     17.58                     .03
                    2926                     17.6                      .03
                    2927                     17.63                     .03
                    2928                     17.66                     .03
                    2929                     17.69                     .03
                    2930                     17.71                     .03
                    2931                     17.74                     .03
                    2932                     17.77                     .03
                    2933                     17.8                      .03
                    2934                     17.82                     .03
                    2935                     17.85                     .03
                    2936                     17.88                     .03
                    2937                     17.91                     .03
                    2938                     17.93                     .03
                    2939                     17.96                     .03
                    2940                     17.99                     .03
                    2941                     18.02                     .03
                    2942                     18.04                     .03
                    2943                     18.07                     .03
                    2944                     18.1                      .03
                    2945                     18.13                     .03
                    2946                     18.15                     .03
                    2947                     18.18                     .03
                    2948                     18.21                     .03
                    2949                     18.24                     .03
                    2950                     18.26                     .03
                    2951                     18.29                     .03
                    2952                     18.32                     .03
                    2953                     18.35                     .03
                    2954                     18.37                     .03
                    2955                     18.4                      .03
                    2956                     18.43                     .03
                    2957                     18.46                     .03
                    2958                     18.49                     .03
                    2959                     18.51                     .03
                    2960                     18.54                     .03
                    2961                     18.57                     .03
                    2962                     18.6                      .03
                    2963                     18.62                     .03
                    2964                     18.65                     .03
                    2965                     18.68                     .03
                    2966                     18.71                     .03
                    2967                     18.74                     .03
                    2968                     18.76                     .03
                    2969                     18.79                     .03
                    2970                     18.82                     .03
                    2971                     18.85                     .03
                    2972                     18.88                     .03
                    2973                     18.9                      .03
                    2974                     18.93                     .03
                    2975                     18.96                     .03
                    2976                     18.99                     .03
                    2977                     19.02                     .03
                    2978                     19.04                     .03
                    2979                     19.07                     .03
                    2980                     19.1                      .03
                    2981                     19.13                     .03
                    2982                     19.16                     .03
                    2983                     19.19                     .03
                    2984                     19.22                     .03
                    2985                     19.24                     .03
                    2986                     19.27                     .03
                    2987                     19.3                      .03
                    2988                     19.33                     .03
                    2989                     19.36                     .03
                    2990                     19.39                     .03
                    2991                     19.41                     .03
                    2992                     19.44                     .03
                    2993                     19.47                     .03
                    2994                     19.5                      .03
                    2995                     19.53                     .03
                    2996                     19.55                     .03
                    2997                     19.58                     .03
                    2998                     19.61                     .03
                    2999                     19.64                     .03
                    3000                     19.66                     .03
                    3001                     19.69                     .03
                    3002                     19.72                     .03
                    3003                     19.75                     .03
                    3004                     19.78                     .03
                    3005                     19.81                     .03
                    3006                     19.83                     .03
                    3007                     19.86                     .03
                    3008                     19.89                     .03
                    3009                     19.92                     .03
                    3010                     19.95                     .03
                    3011                     19.97                     .03
                    3012                     20                        .03
                    3013                     20.03                     .03
                    3014                     20.06                     .03
                    3015                     20.08                     .03
                    3016                     20.11                     .03
                    3017                     20.14                     .03
                    3018                     20.17                     .03
                    3019                     20.2                      .03
