-----------------------------------------------------------------------------------------------------------------------------

Elevation report for the  watershed     1/1/0001 9:38:30 AM     9/13/2013 12:00:00 AM

-----------------------------------------------------------------------------------------------------------------------------


Statistics:: All elevations reported in meters
-----------

  Min.    Elevation: 5
  Max.    Elevation: 5532
  Mean.   Elevation: 1672.51732121021
  Std.    Deviation: 1173.24884594969

                    Elevation          % Area Below Elevation         % Area Watershed

                    1244                     47.95                     .03
                    1245                     47.98                     .03
                    1246                     48.01                     .03
                    1247                     48.04                     .03
                    1248                     48.07                     .03
                    1249                     48.1                      .03
                    1250                     48.12                     .03
                    1251                     48.15                     .03
                    1252                     48.18                     .03
                    1253                     48.21                     .03
                    1254                     48.24                     .03
                    1255                     48.27                     .03
                    1256                     48.3                      .03
                    1257                     48.32                     .03
                    1258                     48.35                     .03
                    1259                     48.38                     .03
                    1260                     48.41                     .03
                    1261                     48.44                     .03
                    1262                     48.47                     .03
                    1263                     48.49                     .03
                    1264                     48.52                     .03
                    1265                     48.55                     .03
                    1266                     48.58                     .03
                    1267                     48.61                     .03
                    1268                     48.64                     .03
                    1269                     48.66                     .03
                    1270                     48.69                     .03
                    1271                     48.72                     .03
                    1272                     48.75                     .03
                    1273                     48.78                     .03
                    1274                     48.8                      .03
                    1275                     48.83                     .03
                    1276                     48.86                     .03
                    1277                     48.89                     .03
                    1278                     48.92                     .03
                    1279                     48.94                     .03
                    1280                     48.97                     .03
                    1281                     49                        .03
                    1282                     49.03                     .03
                    1283                     49.06                     .03
                    1284                     49.09                     .03
                    1285                     49.11                     .03
                    1286                     49.14                     .03
                    1287                     49.17                     .03
                    1288                     49.2                      .03
                    1289                     49.22                     .03
                    1290                     49.25                     .03
                    1291                     49.28                     .03
                    1292                     49.31                     .03
                    1293                     49.33                     .03
                    1294                     49.36                     .03
                    1295                     49.39                     .03
                    1296                     49.42                     .03
                    1297                     49.44                     .03
                    1298                     49.47                     .03
                    1299                     49.5                      .03
                    1300                     49.53                     .03
                    1301                     49.55                     .03
                    1302                     49.58                     .03
                    1303                     49.61                     .03
                    1304                     49.63                     .03
                    1305                     49.66                     .03
                    1306                     49.69                     .03
                    1307                     49.72                     .03
                    1308                     49.74                     .03
                    1309                     49.77                     .03
                    1310                     49.8                      .03
                    1311                     49.83                     .03
                    1312                     49.85                     .03
                    1313                     49.88                     .03
                    1314                     49.91                     .03
                    1315                     49.93                     .03
                    1316                     49.96                     .03
                    1317                     49.99                     .03
                    1318                     50.02                     .03
                    1319                     50.05                     .03
                    1320                     50.07                     .03
                    1321                     50.1                      .03
                    1322                     50.13                     .03
                    1323                     50.16                     .03
                    1324                     50.18                     .03
                    1325                     50.21                     .03
                    1326                     50.24                     .03
                    1327                     50.26                     .03
                    1328                     50.29                     .03
                    1329                     50.32                     .03
                    1330                     50.35                     .03
                    1331                     50.37                     .03
                    1332                     50.4                      .03
                    1333                     50.43                     .03
                    1334                     50.46                     .03
                    1335                     50.48                     .03
                    1336                     50.51                     .03
                    1337                     50.54                     .03
                    1338                     50.57                     .03
                    1339                     50.59                     .03
                    1340                     50.62                     .03
                    1341                     50.65                     .03
                    1342                     50.67                     .03
                    1343                     50.7                      .03
                    1344                     50.73                     .03
                    1345                     50.75                     .03
                    1346                     50.78                     .03
                    1347                     50.81                     .03
                    1348                     50.83                     .03
                    1349                     50.86                     .03
                    1350                     50.89                     .03
                    1351                     50.92                     .03
                    1352                     50.94                     .03
                    1353                     50.97                     .03
                    1354                     51                        .03
                    1355                     51.02                     .03
                    1356                     51.05                     .03
                    1357                     51.08                     .03
                    1358                     51.1                      .03
                    1359                     51.13                     .03
                    1360                     51.16                     .03
                    1361                     51.19                     .03
                    1362                     51.21                     .03
                    1363                     51.24                     .03
                    1364                     51.27                     .03
                    1365                     51.29                     .03
                    1366                     51.32                     .03
                    1367                     51.35                     .03
                    1368                     51.37                     .03
                    1369                     51.4                      .03
                    1370                     51.43                     .03
                    1371                     51.45                     .03
                    1372                     51.48                     .03
                    1373                     51.51                     .03
                    1374                     51.53                     .03
                    1375                     51.56                     .03
                    1376                     51.59                     .03
                    1377                     51.62                     .03
                    1378                     51.64                     .03
                    1379                     51.67                     .03
                    1380                     51.7                      .03
                    1381                     51.72                     .03
                    1382                     51.75                     .03
                    1383                     51.78                     .03
                    1384                     51.8                      .03
                    1385                     51.83                     .03
                    1386                     51.86                     .03
                    1387                     51.88                     .03
                    1388                     51.91                     .03
                    1389                     51.94                     .03
                    1390                     51.96                     .03
                    1391                     51.99                     .03
                    1392                     52.02                     .03
                    1393                     52.04                     .03
                    1394                     52.07                     .03
                    1395                     52.1                      .03
                    1396                     52.12                     .03
                    1397                     52.15                     .03
                    1398                     52.18                     .03
                    1399                     52.2                      .03
                    1400                     52.23                     .03
                    1401                     52.26                     .03
                    1402                     52.28                     .03
                    1403                     52.31                     .03
                    1404                     52.34                     .03
                    1405                     52.37                     .03
                    1406                     52.39                     .03
                    1407                     52.42                     .03
                    1408                     52.45                     .03
                    1409                     52.47                     .03
                    1410                     52.5                      .03
                    1411                     52.53                     .03
                    1412                     52.55                     .03
                    1413                     52.58                     .03
                    1414                     52.61                     .03
                    1415                     52.64                     .03
                    1416                     52.66                     .03
                    1417                     52.69                     .03
                    1418                     52.72                     .03
                    1419                     52.74                     .03
                    1420                     52.77                     .03
                    1421                     52.8                      .03
                    1422                     52.82                     .03
                    1423                     52.85                     .03
                    1424                     52.88                     .03
                    1425                     52.9                      .03
                    1426                     52.93                     .03
                    1427                     52.96                     .03
                    1428                     52.98                     .03
                    1429                     53.01                     .03
                    1430                     53.04                     .03
                    1431                     53.07                     .03
                    1432                     53.09                     .03
                    1433                     53.12                     .03
                    1434                     53.15                     .03
                    1435                     53.17                     .03
                    1436                     53.2                      .03
                    1437                     53.23                     .03
                    1438                     53.25                     .03
                    1439                     53.28                     .03
                    1440                     53.31                     .03
                    1441                     53.33                     .03
                    1442                     53.36                     .03
                    1443                     53.39                     .03
                    1444                     53.41                     .03
                    1445                     53.44                     .03
                    1446                     53.47                     .03
                    1447                     53.49                     .03
                    1448                     53.52                     .03
                    1449                     53.55                     .03
                    1450                     53.57                     .03
                    1451                     53.6                      .03
                    1452                     53.63                     .03
                    1453                     53.65                     .03
                    1454                     53.68                     .03
                    1455                     53.71                     .03
                    1456                     53.73                     .03
                    1457                     53.76                     .03
                    1458                     53.79                     .03
                    1459                     53.81                     .03
                    1460                     53.84                     .03
                    1461                     53.87                     .03
                    1462                     53.89                     .03
                    1463                     53.92                     .03
                    1464                     53.94                     .03
                    1465                     53.97                     .03
                    1466                     53.99                     .03
                    1467                     54.02                     .03
                    1468                     54.05                     .03
                    1469                     54.07                     .03
                    1470                     54.1                      .03
                    1471                     54.13                     .03
                    1472                     54.15                     .03
                    1473                     54.18                     .03
                    1474                     54.21                     .03
                    1475                     54.23                     .03
                    1476                     54.26                     .02
                    1477                     54.28                     .03
                    1478                     54.31                     .03
                    1479                     54.33                     .03
                    1480                     54.36                     .03
                    1481                     54.39                     .03
                    1482                     54.41                     .03
                    1483                     54.44                     .03
                    1484                     54.46                     .03
                    1485                     54.49                     .03
                    1486                     54.52                     .03
                    1487                     54.54                     .03
                    1488                     54.57                     .03
                    1489                     54.59                     .03
                    1490                     54.62                     .03
                    1491                     54.64                     .03
                    1492                     54.67                     .03
                    1493                     54.69                     .03
                    1494                     54.72                     .02
                    1495                     54.75                     .03
                    1496                     54.77                     .03
                    1497                     54.8                      .03
                    1498                     54.82                     .03
                    1499                     54.85                     .03
                    1500                     54.87                     .03
                    1501                     54.9                      .03
                    1502                     54.93                     .03
                    1503                     54.95                     .03
                    1504                     54.98                     .03
                    1505                     55                        .03
                    1506                     55.03                     .02
                    1507                     55.05                     .03
                    1508                     55.08                     .03
                    1509                     55.1                      .03
                    1510                     55.13                     .03
                    1511                     55.16                     .03
                    1512                     55.18                     .03
                    1513                     55.21                     .03
                    1514                     55.23                     .03
                    1515                     55.26                     .03
                    1516                     55.28                     .03
                    1517                     55.31                     .03
                    1518                     55.33                     .03
                    1519                     55.36                     .03
                    1520                     55.39                     .02
                    1521                     55.41                     .02
                    1522                     55.44                     .03
                    1523                     55.46                     .03
                    1524                     55.49                     .03
                    1525                     55.51                     .03
                    1526                     55.54                     .02
                    1527                     55.56                     .03
                    1528                     55.59                     .02
                    1529                     55.61                     .02
                    1530                     55.64                     .03
                    1531                     55.66                     .03
                    1532                     55.69                     .03
                    1533                     55.71                     .03
                    1534                     55.74                     .03
                    1535                     55.77                     .03
                    1536                     55.79                     .03
                    1537                     55.81                     .02
                    1538                     55.84                     .03
                    1539                     55.87                     .03
                    1540                     55.89                     .03
                    1541                     55.92                     .02
                    1542                     55.94                     .02
                    1543                     55.97                     .02
                    1544                     55.99                     .03
                    1545                     56.02                     .03
                    1546                     56.04                     .03
                    1547                     56.07                     .03
                    1548                     56.09                     .03
                    1549                     56.12                     .03
                    1550                     56.14                     .03
                    1551                     56.17                     .03
                    1552                     56.2                      .03
                    1553                     56.22                     .03
                    1554                     56.25                     .03
                    1555                     56.27                     .03
                    1556                     56.3                      .03
                    1557                     56.33                     .03
                    1558                     56.35                     .03
                    1559                     56.38                     .03
                    1560                     56.4                      .03
                    1561                     56.43                     .03
                    1562                     56.46                     .03
                    1563                     56.48                     .03
                    1564                     56.51                     .03
                    1565                     56.54                     .03
                    1566                     56.56                     .03
                    1567                     56.59                     .03
                    1568                     56.61                     .03
                    1569                     56.64                     .03
                    1570                     56.67                     .03
                    1571                     56.69                     .03
                    1572                     56.72                     .03
                    1573                     56.75                     .03
                    1574                     56.77                     .03
                    1575                     56.8                      .02
                    1576                     56.82                     .03
                    1577                     56.85                     .03
                    1578                     56.87                     .03
                    1579                     56.9                      .03
                    1580                     56.93                     .03
                    1581                     56.95                     .03
                    1582                     56.98                     .03
                    1583                     57                        .03
                    1584                     57.03                     .03
                    1585                     57.05                     .03
                    1586                     57.08                     .03
                    1587                     57.11                     .03
                    1588                     57.13                     .03
                    1589                     57.16                     .03
                    1590                     57.18                     .03
                    1591                     57.21                     .03
                    1592                     57.24                     .03
                    1593                     57.26                     .03
                    1594                     57.29                     .03
                    1595                     57.31                     .03
                    1596                     57.34                     .03
                    1597                     57.36                     .03
                    1598                     57.39                     .03
                    1599                     57.42                     .03
                    1600                     57.44                     .03
                    1601                     57.47                     .02
                    1602                     57.49                     .03
                    1603                     57.52                     .03
                    1604                     57.54                     .03
                    1605                     57.57                     .03
                    1606                     57.6                      .03
                    1607                     57.62                     .03
                    1608                     57.65                     .03
                    1609                     57.67                     .03
                    1610                     57.7                      .03
                    1611                     57.72                     .03
                    1612                     57.75                     .03
                    1613                     57.77                     .03
                    1614                     57.8                      .02
                    1615                     57.82                     .03
                    1616                     57.85                     .03
                    1617                     57.87                     .02
                    1618                     57.9                      .02
                    1619                     57.92                     .02
                    1620                     57.95                     .03
                    1621                     57.98                     .03
                    1622                     58                        .03
                    1623                     58.03                     .03
                    1624                     58.05                     .02
                    1625                     58.08                     .03
                    1626                     58.1                      .03
                    1627                     58.13                     .02
                    1628                     58.15                     .02
                    1629                     58.18                     .02
                    1630                     58.2                      .02
                    1631                     58.23                     .02
                    1632                     58.25                     .02
                    1633                     58.27                     .02
                    1634                     58.3                      .02
                    1635                     58.32                     .02
                    1636                     58.35                     .02
                    1637                     58.37                     .02
                    1638                     58.39                     .02
                    1639                     58.42                     .02
                    1640                     58.44                     .02
                    1641                     58.47                     .02
                    1642                     58.49                     .02
                    1643                     58.52                     .02
                    1644                     58.54                     .02
                    1645                     58.56                     .02
                    1646                     58.59                     .02
                    1647                     58.61                     .02
                    1648                     58.64                     .02
                    1649                     58.66                     .02
                    1650                     58.68                     .02
                    1651                     58.71                     .02
                    1652                     58.73                     .02
                    1653                     58.76                     .02
                    1654                     58.78                     .02
                    1655                     58.8                      .02
                    1656                     58.83                     .02
                    1657                     58.85                     .02
                    1658                     58.87                     .02
                    1659                     58.9                      .02
                    1660                     58.92                     .02
                    1661                     58.94                     .02
                    1662                     58.97                     .02
                    1663                     58.99                     .02
                    1664                     59.01                     .02
                    1665                     59.04                     .02
                    1666                     59.06                     .02
                    1667                     59.08                     .02
                    1668                     59.1                      .02
                    1669                     59.13                     .02
                    1670                     59.15                     .02
                    1671                     59.17                     .02
                    1672                     59.2                      .02
                    1673                     59.22                     .02
                    1674                     59.24                     .02
                    1675                     59.27                     .02
                    1676                     59.29                     .02
                    1677                     59.31                     .02
                    1678                     59.34                     .02
                    1679                     59.36                     .02
                    1680                     59.38                     .02
                    1681                     59.4                      .02
                    1682                     59.43                     .02
                    1683                     59.45                     .02
                    1684                     59.47                     .02
                    1685                     59.49                     .02
                    1686                     59.52                     .02
                    1687                     59.54                     .02
                    1688                     59.56                     .02
                    1689                     59.58                     .02
                    1690                     59.6                      .02
                    1691                     59.63                     .02
                    1692                     59.65                     .02
                    1693                     59.67                     .02
                    1694                     59.69                     .02
                    1695                     59.71                     .02
                    1696                     59.74                     .02
                    1697                     59.76                     .02
                    1698                     59.78                     .02
                    1699                     59.81                     .02
                    1700                     59.83                     .02
                    1701                     59.85                     .02
                    1702                     59.87                     .02
                    1703                     59.9                      .02
                    1704                     59.92                     .02
                    1705                     59.94                     .02
                    1706                     59.96                     .02
                    1707                     59.98                     .02
                    1708                     60.01                     .02
                    1709                     60.03                     .02
                    1710                     60.05                     .02
                    1711                     60.08                     .02
                    1712                     60.1                      .02
                    1713                     60.12                     .02
                    1714                     60.14                     .02
                    1715                     60.17                     .02
                    1716                     60.19                     .02
                    1717                     60.21                     .02
                    1718                     60.23                     .02
                    1719                     60.25                     .02
                    1720                     60.27                     .02
                    1721                     60.3                      .02
                    1722                     60.32                     .02
                    1723                     60.34                     .02
                    1724                     60.36                     .02
                    1725                     60.39                     .02
                    1726                     60.41                     .02
                    1727                     60.43                     .02
                    1728                     60.45                     .02
                    1729                     60.47                     .02
                    1730                     60.5                      .02
                    1731                     60.52                     .02
                    1732                     60.54                     .02
                    1733                     60.56                     .02
                    1734                     60.58                     .02
                    1735                     60.61                     .02
                    1736                     60.63                     .02
                    1737                     60.65                     .02
                    1738                     60.67                     .02
                    1739                     60.69                     .02
                    1740                     60.72                     .02
                    1741                     60.74                     .02
                    1742                     60.76                     .02
                    1743                     60.78                     .02
                    1744                     60.8                      .02
                    1745                     60.83                     .02
                    1746                     60.85                     .02
                    1747                     60.87                     .02
                    1748                     60.89                     .02
                    1749                     60.92                     .02
                    1750                     60.94                     .02
                    1751                     60.96                     .02
                    1752                     60.98                     .02
                    1753                     61                        .02
                    1754                     61.03                     .02
                    1755                     61.05                     .02
                    1756                     61.07                     .02
                    1757                     61.09                     .02
                    1758                     61.11                     .02
                    1759                     61.13                     .02
                    1760                     61.16                     .02
                    1761                     61.18                     .02
                    1762                     61.2                      .02
                    1763                     61.22                     .02
                    1764                     61.25                     .02
                    1765                     61.27                     .02
                    1766                     61.29                     .02
                    1767                     61.31                     .02
                    1768                     61.34                     .02
                    1769                     61.36                     .02
                    1770                     61.38                     .02
                    1771                     61.4                      .02
                    1772                     61.42                     .02
                    1773                     61.45                     .02
                    1774                     61.47                     .02
                    1775                     61.49                     .02
                    1776                     61.51                     .02
                    1777                     61.53                     .02
                    1778                     61.56                     .02
                    1779                     61.58                     .02
                    1780                     61.6                      .02
                    1781                     61.62                     .02
                    1782                     61.64                     .02
                    1783                     61.66                     .02
                    1784                     61.68                     .02
                    1785                     61.71                     .02
                    1786                     61.73                     .02
                    1787                     61.75                     .02
                    1788                     61.77                     .02
                    1789                     61.79                     .02
                    1790                     61.81                     .02
                    1791                     61.83                     .02
                    1792                     61.86                     .02
                    1793                     61.88                     .02
                    1794                     61.9                      .02
                    1795                     61.92                     .02
                    1796                     61.94                     .02
                    1797                     61.96                     .02
                    1798                     61.98                     .02
                    1799                     62                        .02
                    1800                     62.02                     .02
                    1801                     62.04                     .02
                    1802                     62.06                     .02
                    1803                     62.08                     .02
                    1804                     62.1                      .02
                    1805                     62.12                     .02
                    1806                     62.14                     .02
                    1807                     62.16                     .02
                    1808                     62.18                     .02
                    1809                     62.2                      .02
                    1810                     62.22                     .02
                    1811                     62.24                     .02
                    1812                     62.26                     .02
                    1813                     62.28                     .02
                    1814                     62.3                      .02
                    1815                     62.32                     .02
                    1816                     62.34                     .02
                    1817                     62.36                     .02
                    1818                     62.38                     .02
                    1819                     62.4                      .02
                    1820                     62.42                     .02
                    1821                     62.44                     .02
                    1822                     62.46                     .02
                    1823                     62.48                     .02
                    1824                     62.5                      .02
                    1825                     62.52                     .02
                    1826                     62.54                     .02
                    1827                     62.56                     .02
                    1828                     62.58                     .02
                    1829                     62.6                      .02
                    1830                     62.62                     .02
                    1831                     62.64                     .02
                    1832                     62.66                     .02
                    1833                     62.68                     .02
                    1834                     62.7                      .02
                    1835                     62.72                     .02
                    1836                     62.74                     .02
                    1837                     62.76                     .02
                    1838                     62.78                     .02
                    1839                     62.79                     .02
                    1840                     62.81                     .02
                    1841                     62.83                     .02
                    1842                     62.85                     .02
                    1843                     62.87                     .02
