-----------------------------------------------------------------------------------------------------------------------------

Elevation report for the  watershed     1/1/0001 9:38:30 AM     9/13/2013 12:00:00 AM

-----------------------------------------------------------------------------------------------------------------------------


Statistics:: All elevations reported in meters
-----------

  Min.    Elevation: 5
  Max.    Elevation: 5532
  Mean.   Elevation: 1672.51732121021
  Std.    Deviation: 1173.24884594969

                    Elevation          % Area Below Elevation         % Area Watershed

                    2336                     70.78                     .02
                    2337                     70.8                      .02
                    2338                     70.82                     .02
                    2339                     70.83                     .02
                    2340                     70.85                     .02
                    2341                     70.86                     .02
                    2342                     70.88                     .02
                    2343                     70.89                     .02
                    2344                     70.91                     .02
                    2345                     70.92                     .02
                    2346                     70.94                     .02
                    2347                     70.96                     .02
                    2348                     70.97                     .02
                    2349                     70.99                     .02
                    2350                     71                        .02
                    2351                     71.02                     .02
                    2352                     71.03                     .02
                    2353                     71.05                     .01
                    2354                     71.06                     .02
                    2355                     71.08                     .02
                    2356                     71.1                      .02
                    2357                     71.11                     .02
                    2358                     71.13                     .02
                    2359                     71.14                     .02
                    2360                     71.16                     .02
                    2361                     71.17                     .02
                    2362                     71.19                     .02
                    2363                     71.2                      .02
                    2364                     71.22                     .02
                    2365                     71.24                     .02
                    2366                     71.25                     .02
                    2367                     71.27                     .02
                    2368                     71.28                     .02
                    2369                     71.3                      .02
                    2370                     71.31                     .02
                    2371                     71.33                     .02
                    2372                     71.34                     .02
                    2373                     71.36                     .02
                    2374                     71.38                     .02
                    2375                     71.39                     .02
                    2376                     71.41                     .02
                    2377                     71.42                     .02
                    2378                     71.44                     .02
                    2379                     71.45                     .02
                    2380                     71.47                     .02
                    2381                     71.48                     .02
                    2382                     71.5                      .02
                    2383                     71.52                     .02
                    2384                     71.53                     .02
                    2385                     71.55                     .02
                    2386                     71.56                     .02
                    2387                     71.58                     .02
                    2388                     71.59                     .02
                    2389                     71.61                     .02
                    2390                     71.62                     .02
                    2391                     71.64                     .01
                    2392                     71.65                     .02
                    2393                     71.67                     .02
                    2394                     71.69                     .02
                    2395                     71.7                      .02
                    2396                     71.72                     .02
                    2397                     71.73                     .02
                    2398                     71.75                     .02
                    2399                     71.76                     .02
                    2400                     71.78                     .02
                    2401                     71.79                     .02
                    2402                     71.81                     .02
                    2403                     71.82                     .02
                    2404                     71.84                     .02
                    2405                     71.86                     .02
                    2406                     71.87                     .01
                    2407                     71.89                     .02
                    2408                     71.9                      .02
                    2409                     71.92                     .02
                    2410                     71.93                     .02
                    2411                     71.95                     .02
                    2412                     71.96                     .02
                    2413                     71.98                     .02
                    2414                     72                        .02
                    2415                     72.01                     .02
                    2416                     72.03                     .02
                    2417                     72.04                     .02
                    2418                     72.06                     .02
                    2419                     72.07                     .02
                    2420                     72.09                     .02
                    2421                     72.1                      .01
                    2422                     72.12                     .02
                    2423                     72.13                     .01
                    2424                     72.15                     .02
                    2425                     72.16                     .02
                    2426                     72.18                     .02
                    2427                     72.19                     .02
                    2428                     72.21                     .02
                    2429                     72.23                     .02
                    2430                     72.24                     .02
                    2431                     72.26                     .01
                    2432                     72.27                     .02
                    2433                     72.29                     .02
                    2434                     72.3                      .02
                    2435                     72.32                     .01
                    2436                     72.33                     .02
                    2437                     72.35                     .02
                    2438                     72.36                     .02
                    2439                     72.38                     .02
                    2440                     72.39                     .01
                    2441                     72.41                     .01
                    2442                     72.42                     .02
                    2443                     72.44                     .02
                    2444                     72.45                     .01
                    2445                     72.47                     .02
                    2446                     72.48                     .02
                    2447                     72.5                      .01
                    2448                     72.51                     .02
                    2449                     72.53                     .01
                    2450                     72.54                     .02
                    2451                     72.56                     .02
                    2452                     72.57                     .02
                    2453                     72.59                     .01
                    2454                     72.6                      .02
                    2455                     72.62                     .02
                    2456                     72.63                     .02
                    2457                     72.65                     .02
                    2458                     72.67                     .02
                    2459                     72.68                     .01
                    2460                     72.7                      .02
                    2461                     72.71                     .02
                    2462                     72.73                     .02
                    2463                     72.74                     .02
                    2464                     72.76                     .02
                    2465                     72.77                     .02
                    2466                     72.79                     .01
                    2467                     72.8                      .02
                    2468                     72.82                     .02
                    2469                     72.84                     .02
                    2470                     72.85                     .02
                    2471                     72.87                     .02
                    2472                     72.88                     .02
                    2473                     72.9                      .02
                    2474                     72.91                     .02
                    2475                     72.93                     .02
                    2476                     72.94                     .02
                    2477                     72.96                     .02
                    2478                     72.97                     .02
                    2479                     72.99                     .02
                    2480                     73                        .02
                    2481                     73.02                     .02
                    2482                     73.04                     .02
                    2483                     73.05                     .02
                    2484                     73.07                     .02
                    2485                     73.08                     .02
                    2486                     73.1                      .02
                    2487                     73.11                     .02
                    2488                     73.13                     .02
                    2489                     73.14                     .01
                    2490                     73.16                     .02
                    2491                     73.17                     .02
                    2492                     73.19                     .02
                    2493                     73.21                     .02
                    2494                     73.22                     .02
                    2495                     73.24                     .02
                    2496                     73.25                     .02
                    2497                     73.27                     .02
                    2498                     73.28                     .01
                    2499                     73.3                      .01
                    2500                     73.31                     .02
                    2501                     73.33                     .02
                    2502                     73.34                     .02
                    2503                     73.36                     .02
                    2504                     73.37                     .01
                    2505                     73.39                     .02
                    2506                     73.41                     .02
                    2507                     73.42                     .02
                    2508                     73.44                     .01
                    2509                     73.45                     .02
                    2510                     73.47                     .02
                    2511                     73.48                     .02
                    2512                     73.5                      .01
                    2513                     73.51                     .02
                    2514                     73.53                     .02
                    2515                     73.54                     .01
                    2516                     73.56                     .02
                    2517                     73.57                     .02
                    2518                     73.59                     .01
                    2519                     73.6                      .01
                    2520                     73.62                     .02
                    2521                     73.63                     .01
                    2522                     73.65                     .01
                    2523                     73.66                     .02
                    2524                     73.68                     .02
                    2525                     73.69                     .02
                    2526                     73.71                     .02
                    2527                     73.72                     .01
                    2528                     73.74                     .01
                    2529                     73.75                     .02
                    2530                     73.77                     .01
                    2531                     73.78                     .01
                    2532                     73.8                      .01
                    2533                     73.81                     .02
                    2534                     73.83                     .02
                    2535                     73.84                     .02
                    2536                     73.86                     .01
                    2537                     73.87                     .01
                    2538                     73.89                     .02
                    2539                     73.9                      .01
                    2540                     73.92                     .01
                    2541                     73.93                     .01
                    2542                     73.95                     .01
                    2543                     73.96                     .01
                    2544                     73.98                     .01
                    2545                     73.99                     .01
                    2546                     74.01                     .01
                    2547                     74.02                     .02
                    2548                     74.04                     .01
                    2549                     74.05                     .01
                    2550                     74.06                     .01
                    2551                     74.08                     .01
                    2552                     74.09                     .01
                    2553                     74.11                     .02
                    2554                     74.12                     .02
                    2555                     74.14                     .01
                    2556                     74.15                     .01
                    2557                     74.17                     .01
                    2558                     74.18                     .01
                    2559                     74.2                      .01
                    2560                     74.21                     .01
                    2561                     74.23                     .01
                    2562                     74.24                     .01
                    2563                     74.25                     .01
                    2564                     74.27                     .01
                    2565                     74.28                     .01
                    2566                     74.3                      .01
                    2567                     74.31                     .01
                    2568                     74.33                     .01
                    2569                     74.34                     .01
                    2570                     74.36                     .01
                    2571                     74.37                     .01
                    2572                     74.38                     .01
                    2573                     74.4                      .01
                    2574                     74.41                     .01
                    2575                     74.43                     .01
                    2576                     74.44                     .01
                    2577                     74.46                     .01
                    2578                     74.47                     .01
                    2579                     74.49                     .01
                    2580                     74.5                      .01
                    2581                     74.52                     .01
                    2582                     74.53                     .01
                    2583                     74.54                     .01
                    2584                     74.56                     .01
                    2585                     74.57                     .01
                    2586                     74.59                     .01
                    2587                     74.6                      .01
                    2588                     74.62                     .01
                    2589                     74.63                     .01
                    2590                     74.65                     .01
                    2591                     74.66                     .01
                    2592                     74.67                     .01
                    2593                     74.69                     .01
                    2594                     74.7                      .01
                    2595                     74.72                     .01
                    2596                     74.73                     .01
                    2597                     74.75                     .02
                    2598                     74.76                     .02
                    2599                     74.78                     .01
                    2600                     74.79                     .01
                    2601                     74.81                     .01
                    2602                     74.82                     .01
                    2603                     74.83                     .01
                    2604                     74.85                     .01
                    2605                     74.86                     .01
                    2606                     74.88                     .01
                    2607                     74.89                     .01
                    2608                     74.91                     .01
                    2609                     74.92                     .01
                    2610                     74.93                     .01
                    2611                     74.95                     .01
                    2612                     74.96                     .01
                    2613                     74.98                     .01
                    2614                     74.99                     .01
                    2615                     75.01                     .01
                    2616                     75.02                     .01
                    2617                     75.03                     .01
                    2618                     75.05                     .01
                    2619                     75.06                     .01
                    2620                     75.08                     .01
                    2621                     75.09                     .01
                    2622                     75.11                     .01
                    2623                     75.12                     .01
                    2624                     75.13                     .01
                    2625                     75.15                     .01
                    2626                     75.16                     .01
                    2627                     75.18                     .01
                    2628                     75.19                     .01
                    2629                     75.21                     .01
                    2630                     75.22                     .01
                    2631                     75.23                     .01
                    2632                     75.25                     .01
                    2633                     75.26                     .01
                    2634                     75.28                     .01
                    2635                     75.29                     .01
                    2636                     75.3                      .01
                    2637                     75.32                     .01
                    2638                     75.33                     .01
                    2639                     75.35                     .01
                    2640                     75.36                     .01
                    2641                     75.38                     .01
                    2642                     75.39                     .01
                    2643                     75.4                      .01
                    2644                     75.42                     .01
                    2645                     75.43                     .01
                    2646                     75.45                     .01
                    2647                     75.46                     .01
                    2648                     75.47                     .01
                    2649                     75.49                     .01
                    2650                     75.5                      .01
                    2651                     75.52                     .01
                    2652                     75.53                     .01
                    2653                     75.55                     .01
                    2654                     75.56                     .01
                    2655                     75.57                     .01
                    2656                     75.59                     .01
                    2657                     75.6                      .01
                    2658                     75.62                     .01
                    2659                     75.63                     .01
                    2660                     75.65                     .01
                    2661                     75.66                     .01
                    2662                     75.67                     .01
                    2663                     75.69                     .01
                    2664                     75.7                      .01
                    2665                     75.72                     .01
                    2666                     75.73                     .01
                    2667                     75.75                     .01
                    2668                     75.76                     .01
                    2669                     75.77                     .01
                    2670                     75.79                     .01
                    2671                     75.8                      .01
                    2672                     75.82                     .01
                    2673                     75.83                     .01
                    2674                     75.85                     .01
                    2675                     75.86                     .01
                    2676                     75.88                     .01
                    2677                     75.89                     .01
                    2678                     75.9                      .01
                    2679                     75.92                     .01
                    2680                     75.93                     .01
                    2681                     75.95                     .01
                    2682                     75.96                     .01
                    2683                     75.98                     .01
                    2684                     75.99                     .01
                    2685                     76.01                     .01
                    2686                     76.02                     .01
                    2687                     76.04                     .01
                    2688                     76.05                     .01
                    2689                     76.06                     .01
                    2690                     76.08                     .01
                    2691                     76.09                     .01
                    2692                     76.11                     .01
                    2693                     76.12                     .02
                    2694                     76.14                     .01
                    2695                     76.15                     .01
                    2696                     76.17                     .01
                    2697                     76.18                     .01
                    2698                     76.19                     .01
                    2699                     76.21                     .01
                    2700                     76.22                     .01
                    2701                     76.24                     .01
                    2702                     76.25                     .01
                    2703                     76.26                     .01
                    2704                     76.28                     .01
                    2705                     76.29                     .01
                    2706                     76.31                     .01
                    2707                     76.32                     .01
                    2708                     76.34                     .01
                    2709                     76.35                     .01
                    2710                     76.36                     .01
                    2711                     76.38                     .01
                    2712                     76.39                     .01
                    2713                     76.41                     .01
                    2714                     76.42                     .01
                    2715                     76.44                     .01
                    2716                     76.45                     .01
                    2717                     76.47                     .01
                    2718                     76.48                     .01
                    2719                     76.49                     .01
                    2720                     76.51                     .01
                    2721                     76.52                     .01
                    2722                     76.54                     .01
                    2723                     76.55                     .01
                    2724                     76.57                     .01
                    2725                     76.58                     .01
                    2726                     76.59                     .01
                    2727                     76.61                     .01
                    2728                     76.62                     .01
                    2729                     76.64                     .01
                    2730                     76.65                     .01
                    2731                     76.67                     .02
                    2732                     76.68                     .01
                    2733                     76.7                      .01
                    2734                     76.71                     .01
                    2735                     76.73                     .01
                    2736                     76.74                     .01
                    2737                     76.75                     .01
                    2738                     76.77                     .01
                    2739                     76.78                     .01
                    2740                     76.8                      .01
                    2741                     76.81                     .01
                    2742                     76.83                     .02
                    2743                     76.84                     .01
                    2744                     76.86                     .01
                    2745                     76.87                     .01
                    2746                     76.89                     .01
                    2747                     76.9                      .01
                    2748                     76.92                     .01
                    2749                     76.93                     .01
                    2750                     76.94                     .01
                    2751                     76.96                     .01
                    2752                     76.97                     .01
                    2753                     76.99                     .01
                    2754                     77                        .01
                    2755                     77.02                     .01
                    2756                     77.03                     .01
                    2757                     77.05                     .01
                    2758                     77.06                     .01
                    2759                     77.08                     .01
                    2760                     77.09                     .01
                    2761                     77.11                     .01
                    2762                     77.12                     .01
                    2763                     77.14                     .01
                    2764                     77.15                     .01
                    2765                     77.16                     .01
                    2766                     77.18                     .01
                    2767                     77.19                     .01
                    2768                     77.21                     .01
                    2769                     77.22                     .01
                    2770                     77.24                     .01
                    2771                     77.25                     .01
                    2772                     77.27                     .01
                    2773                     77.28                     .02
                    2774                     77.3                      .01
                    2775                     77.31                     .01
                    2776                     77.32                     .01
                    2777                     77.34                     .01
                    2778                     77.35                     .01
                    2779                     77.37                     .01
                    2780                     77.38                     .01
                    2781                     77.4                      .01
                    2782                     77.41                     .01
                    2783                     77.43                     .01
                    2784                     77.44                     .01
                    2785                     77.46                     .02
                    2786                     77.47                     .01
                    2787                     77.48                     .02
                    2788                     77.5                      .01
                    2789                     77.51                     .01
                    2790                     77.53                     .01
                    2791                     77.54                     .01
                    2792                     77.56                     .01
                    2793                     77.57                     .01
                    2794                     77.59                     .01
                    2795                     77.6                      .01
                    2796                     77.62                     .01
                    2797                     77.63                     .02
                    2798                     77.65                     .01
                    2799                     77.66                     .01
                    2800                     77.67                     .01
                    2801                     77.69                     .01
                    2802                     77.7                      .01
                    2803                     77.72                     .01
                    2804                     77.73                     .02
                    2805                     77.75                     .02
                    2806                     77.76                     .02
                    2807                     77.78                     .01
                    2808                     77.79                     .01
                    2809                     77.81                     .01
                    2810                     77.82                     .01
                    2811                     77.84                     .01
                    2812                     77.85                     .01
                    2813                     77.87                     .01
                    2814                     77.88                     .01
                    2815                     77.89                     .01
                    2816                     77.91                     .01
                    2817                     77.92                     .01
                    2818                     77.94                     .01
                    2819                     77.95                     .01
                    2820                     77.97                     .01
                    2821                     77.98                     .01
                    2822                     77.99                     .01
                    2823                     78.01                     .01
                    2824                     78.02                     .01
                    2825                     78.04                     .01
                    2826                     78.05                     .01
                    2827                     78.07                     .01
                    2828                     78.08                     .01
                    2829                     78.1                      .01
                    2830                     78.11                     .01
                    2831                     78.13                     .01
                    2832                     78.14                     .01
                    2833                     78.16                     .01
                    2834                     78.17                     .01
                    2835                     78.18                     .01
                    2836                     78.2                      .01
                    2837                     78.21                     .01
                    2838                     78.23                     .01
                    2839                     78.24                     .01
                    2840                     78.26                     .01
                    2841                     78.27                     .01
                    2842                     78.29                     .01
                    2843                     78.3                      .02
                    2844                     78.31                     .01
                    2845                     78.33                     .01
                    2846                     78.34                     .01
                    2847                     78.36                     .01
                    2848                     78.37                     .01
                    2849                     78.39                     .01
                    2850                     78.4                      .01
                    2851                     78.42                     .01
                    2852                     78.43                     .01
                    2853                     78.44                     .01
                    2854                     78.46                     .01
                    2855                     78.47                     .01
                    2856                     78.49                     .01
                    2857                     78.5                      .02
                    2858                     78.52                     .01
                    2859                     78.53                     .01
                    2860                     78.55                     .01
                    2861                     78.56                     .01
                    2862                     78.58                     .01
                    2863                     78.59                     .01
                    2864                     78.61                     .01
                    2865                     78.62                     .01
                    2866                     78.64                     .01
                    2867                     78.65                     .01
                    2868                     78.66                     .01
                    2869                     78.68                     .01
                    2870                     78.69                     .01
                    2871                     78.71                     .02
                    2872                     78.72                     .01
                    2873                     78.74                     .01
                    2874                     78.75                     .01
                    2875                     78.77                     .01
                    2876                     78.78                     .01
                    2877                     78.8                      .02
                    2878                     78.81                     .01
                    2879                     78.83                     .01
                    2880                     78.84                     .01
                    2881                     78.86                     .01
                    2882                     78.87                     .01
                    2883                     78.89                     .02
                    2884                     78.9                      .01
                    2885                     78.92                     .01
                    2886                     78.93                     .01
                    2887                     78.94                     .01
                    2888                     78.96                     .01
                    2889                     78.97                     .01
                    2890                     78.99                     .01
                    2891                     79                        .02
                    2892                     79.02                     .01
                    2893                     79.03                     .01
                    2894                     79.05                     .01
                    2895                     79.06                     .01
                    2896                     79.08                     .01
                    2897                     79.09                     .01
                    2898                     79.1                      .01
                    2899                     79.12                     .02
                    2900                     79.13                     .01
                    2901                     79.15                     .01
                    2902                     79.16                     .01
                    2903                     79.18                     .01
                    2904                     79.19                     .01
                    2905                     79.21                     .01
                    2906                     79.22                     .02
                    2907                     79.24                     .01
                    2908                     79.25                     .01
                    2909                     79.27                     .01
                    2910                     79.28                     .01
                    2911                     79.3                      .01
                    2912                     79.31                     .01
                    2913                     79.32                     .02
                    2914                     79.34                     .01
                    2915                     79.35                     .01
                    2916                     79.37                     .01
                    2917                     79.38                     .01
                    2918                     79.4                      .01
                    2919                     79.41                     .01
                    2920                     79.43                     .01
                    2921                     79.44                     .01
                    2922                     79.46                     .01
                    2923                     79.47                     .01
                    2924                     79.49                     .01
                    2925                     79.5                      .01
                    2926                     79.52                     .01
                    2927                     79.53                     .01
                    2928                     79.55                     .01
                    2929                     79.56                     .01
                    2930                     79.57                     .01
                    2931                     79.59                     .01
                    2932                     79.6                      .01
                    2933                     79.62                     .01
                    2934                     79.63                     .02
                    2935                     79.65                     .01
